Cboe Volume and Put/Call Ratio data is provided for informational purposes only. The volume data reflected below may be based upon preliminary reported volume rather than cleared volume. Cboe makes no guarantee as to the accuracy of the data. Your use of Cboe Volume and Put/Call Ratio data is subject to the Terms and Conditions of the Cboe Website.,,,,
Date,VIX Put/Call Ratio,VIX Put Volume,VIX Call Volume,Total VIX Options Volume
01/23/2014, 0.24, 153474, 633906, 787380
01/24/2014, 0.44, 494579, 1127220, 1621799
01/27/2014, 0.40, 360603, 890654, 1251257
01/28/2014, 0.52, 257194, 492285, 749479
01/29/2014, 0.70, 267499, 383693, 651192
01/30/2014, 0.73, 291634, 396948, 688582
01/31/2014, 0.31, 396190, 1288282, 1684472
02/03/2014, 0.29, 532546, 1850206, 2382752
02/04/2014, 0.69, 464272, 668169, 1132441
02/05/2014, 0.59, 383723, 652432, 1036155
02/06/2014, 0.57, 427506, 751494, 1179000
02/07/2014, 0.38, 373894, 987088, 1360982
02/10/2014, 0.74, 245561, 329733, 575294
02/11/2014, 0.57, 406599, 711223, 1117822
02/12/2014, 0.63, 233710, 372724, 606434
02/13/2014, 0.58, 189208, 328476, 517684
02/14/2014, 0.63, 314069, 502469, 816538
02/18/2014, 0.55, 379634, 693276, 1072910
02/19/2014, 0.22, 156367, 695909, 852276
02/20/2014, 0.33, 191158, 576977, 768135
02/21/2014, 0.21, 80413, 391344, 471757
02/24/2014, 0.33, 114698, 351069, 465767
02/25/2014, 0.29, 102024, 348066, 450090
02/26/2014, 0.30, 92978, 311649, 404627
02/27/2014, 0.34, 80555, 237666, 318221
02/28/2014, 0.39, 210478, 540845, 751323
03/03/2014, 0.36, 285621, 804451, 1090072
03/04/2014, 0.37, 141993, 386860, 528853
03/05/2014, 0.50, 110944, 220437, 331381
03/06/2014, 0.63, 158133, 249492, 407625
03/07/2014, 0.30, 133806, 452503, 586309
03/10/2014, 0.31, 239012, 760113, 999125
03/11/2014, 0.30, 127507, 431384, 558891
03/12/2014, 0.33, 108288, 332966, 441254
03/13/2014, 0.59, 455523, 777662, 1233185
03/14/2014, 0.19, 292750, 1544508, 1837258
03/17/2014, 0.57, 385000, 678998, 1063998
03/18/2014, 0.21, 177152, 828285, 1005437
03/19/2014, 0.38, 184477, 488325, 672802
03/20/2014, 0.50, 151566, 304658, 456224
03/21/2014, 0.26, 71995, 272806, 344801
03/24/2014, 0.70, 125233, 178472, 303705
03/25/2014, 0.39, 157179, 405913, 563092
03/26/2014, 0.50, 203138, 409533, 612671
03/27/2014, 0.48, 112966, 237204, 350170
03/28/2014, 0.24, 99095, 406511, 505606
03/31/2014, 0.47, 112857, 239698, 352555
04/01/2014, 1.31, 477619, 365936, 843555
04/02/2014, 0.28, 183945, 655549, 839494
04/03/2014, 0.70, 174919, 251459, 426378
04/04/2014, 0.17, 125137, 717025, 842162
04/07/2014, 0.35, 184084, 521978, 706062
04/08/2014, 0.46, 133584, 287762, 421346
04/09/2014, 0.43, 132271, 308989, 441260
04/10/2014, 0.31, 181049, 577126, 758175
04/11/2014, 0.35, 267065, 765341, 1032406
04/14/2014, 0.23, 285595, 1239087, 1524682
04/15/2014, 0.35, 300785, 850623, 1151408
04/16/2014, 0.31, 107582, 350487, 458069
04/17/2014, 0.40, 135079, 340924, 476003
04/21/2014, 0.31, 66028, 212901, 278929
04/22/2014, 0.33, 170210, 523282, 693492
04/23/2014, 0.44, 60009, 135164, 195173
04/24/2014, 0.43, 85091, 199081, 284172
04/25/2014, 0.26, 69956, 269162, 339118
04/28/2014, 0.36, 81661, 223967, 305628
04/29/2014, 0.63, 66491, 104837, 171328
04/30/2014, 0.26, 103300, 393002, 496302
05/01/2014, 0.25, 127392, 501581, 628973
05/02/2014, 0.27, 102389, 376065, 478454
05/05/2014, 0.30, 55014, 184601, 239615
05/06/2014, 0.15, 51438, 340114, 391552
05/07/2014, 0.30, 82705, 278013, 360718
05/08/2014, 0.40, 142009, 357172, 499181
05/09/2014, 0.27, 122515, 457996, 580511
05/12/2014, 0.18, 227751, 1284815, 1512566
05/13/2014, 0.60, 268931, 451699, 720630
05/14/2014, 0.68, 208048, 304023, 512071
05/15/2014, 0.38, 179785, 477328, 657113
05/16/2014, 0.33, 180402, 551606, 732008
05/19/2014, 0.42, 97678, 232073, 329751
05/20/2014, 0.59, 360126, 607924, 968050
05/21/2014, 0.26, 258967, 1014573, 1273540
05/22/2014, 0.44, 178652, 407451, 586103
05/23/2014, 0.15, 78054, 504761, 582815
05/27/2014, 0.28, 87539, 316590, 404129
05/28/2014, 0.36, 132979, 365601, 498580
05/29/2014, 0.35, 114571, 331616, 446187
05/30/2014, 0.32, 82659, 258141, 340800
06/02/2014, 0.58, 159111, 276048, 435159
06/03/2014, 0.49, 86343, 174445, 260788
06/04/2014, 0.23, 95149, 407346, 502495
06/05/2014, 0.40, 360121, 893783, 1253904
06/06/2014, 0.71, 362206, 509824, 872030
06/09/2014, 0.63, 183500, 292531, 476031
06/10/2014, 0.22, 102128, 455127, 557255
06/11/2014, 0.36, 158111, 445095, 603206
06/12/2014, 0.35, 247147, 706146, 953293
06/13/2014, 0.25, 184167, 743531, 927698
06/16/2014, 0.29, 177347, 607218, 784565
06/17/2014, 0.43, 234779, 547309, 782088
06/18/2014, 0.32, 262484, 808297, 1070781
06/19/2014, 0.29, 159350, 556005, 715355
06/20/2014, 0.12, 62363, 508804, 571167
06/23/2014, 0.10, 33136, 329632, 362768
06/24/2014, 0.25, 105771, 415566, 521337
06/25/2014, 0.36, 80897, 222201, 303098
06/26/2014, 0.27, 78018, 290575, 368593
06/27/2014, 0.21, 35866, 172680, 208546
06/30/2014, 0.40, 101471, 252309, 353780
07/01/2014, 0.43, 124083, 287891, 411974
07/02/2014, 0.30, 87055, 291555, 378610
07/03/2014, 0.63, 105111, 166060, 271171
07/07/2014, 0.35, 81541, 230735, 312276
07/08/2014, 0.32, 289645, 901491, 1191136
07/09/2014, 0.31, 92659, 297277, 389936
07/10/2014, 0.45, 177719, 395626, 573345
07/11/2014, 0.30, 122656, 410911, 533567
07/14/2014, 0.68, 322774, 471570, 794344
07/15/2014, 0.45, 322839, 713170, 1036009
07/16/2014, 0.32, 160818, 505106, 665924
07/17/2014, 0.19, 183912, 965452, 1149364
07/18/2014, 0.26, 113323, 438783, 552106
07/21/2014, 0.15, 45545, 308923, 354468
07/22/2014, 0.35, 52605, 150239, 202844
07/23/2014, 0.27, 53685, 199571, 253256
07/24/2014, 0.63, 60016, 95998, 156014
07/25/2014, 0.26, 54250, 210236, 264486
07/28/2014, 0.21, 33477, 157091, 190568
07/29/2014, 0.21, 35633, 171563, 207196
07/30/2014, 0.24, 107044, 443110, 550154
07/31/2014, 0.18, 204700, 1152963, 1357663
08/01/2014, 0.23, 167217, 726386, 893603
08/04/2014, 0.39, 94928, 245399, 340327
08/05/2014, 0.35, 152939, 433754, 586693
08/06/2014, 0.56, 213498, 380861, 594359
08/07/2014, 0.36, 164106, 450637, 614743
08/08/2014, 0.55, 187039, 339511, 526550
08/11/2014, 0.17, 144108, 824466, 968574
08/12/2014, 0.57, 152032, 266396, 418428
08/13/2014, 0.44, 191626, 436752, 628378
08/14/2014, 0.51, 209035, 413545, 622580
08/15/2014, 0.36, 230900, 639867, 870767
08/18/2014, 0.48, 172524, 362930, 535454
08/19/2014, 0.52, 388320, 750814, 1139134
08/20/2014, 0.36, 161276, 450663, 611939
08/21/2014, 0.10, 36999, 369024, 406023
08/22/2014, 0.12, 53516, 443379, 496895
08/25/2014, 0.32, 94960, 297589, 392549
08/26/2014, 0.40, 91249, 226241, 317490
08/27/2014, 0.24, 48389, 205366, 253755
08/28/2014, 0.34, 61869, 180946, 242815
08/29/2014, 0.34, 52876, 154683, 207559
09/02/2014, 0.14, 58742, 424008, 482750
09/03/2014, 0.43, 88312, 204787, 293099
09/04/2014, 0.28, 101709, 369486, 471195
09/05/2014, 0.35, 97103, 275037, 372140
09/08/2014, 0.50, 103572, 206193, 309765
09/09/2014, 0.39, 131359, 337317, 468676
09/10/2014, 0.39, 158364, 405626, 563990
09/11/2014, 0.39, 156716, 400368, 557084
09/12/2014, 0.26, 171989, 657918, 829907
09/15/2014, 0.30, 166937, 560108, 727045
09/16/2014, 0.55, 393951, 719658, 1113609
09/17/2014, 0.40, 149336, 374625, 523961
09/18/2014, 0.38, 115726, 302775, 418501
09/19/2014, 0.11, 77683, 677472, 755155
09/22/2014, 0.34, 80265, 234233, 314498
09/23/2014, 0.44, 156503, 356050, 512553
09/24/2014, 0.28, 132434, 480603, 613037
09/25/2014, 0.36, 207015, 581804, 788819
09/26/2014, 0.13, 76162, 584098, 660260
09/29/2014, 0.16, 142804, 868152, 1010956
09/30/2014, 0.48, 110977, 228898, 339875
10/01/2014, 0.56, 223018, 401520, 624538
10/02/2014, 0.37, 171295, 465807, 637102
10/03/2014, 0.37, 202328, 545315, 747643
10/06/2014, 0.65, 194321, 299827, 494148
10/07/2014, 0.38, 172967, 449878, 622845
10/08/2014, 0.65, 311918, 479508, 791426
10/09/2014, 0.27, 232833, 869155, 1101988
10/10/2014, 0.38, 371850, 982708, 1354558
10/13/2014, 0.65, 451023, 699062, 1150085
10/14/2014, 0.25, 321919, 1311654, 1633573
10/15/2014, 0.48, 595816, 1234471, 1830287
10/16/2014, 0.31, 366661, 1166737, 1533398
10/17/2014, 0.86, 354095, 410226, 764321
10/20/2014, 0.60, 399367, 667946, 1067313
10/21/2014, 0.92, 563101, 609220, 1172321
10/22/2014, 0.50, 231501, 458855, 690356
10/23/2014, 0.33, 224215, 684820, 909035
10/24/2014, 0.34, 120945, 357772, 478717
10/27/2014, 0.43, 44132, 102252, 146384
10/28/2014, 0.51, 248319, 488180, 736499
10/29/2014, 0.57, 167653, 292116, 459769
10/30/2014, 0.43, 122785, 288336, 411121
10/31/2014, 0.50, 98057, 197623, 295680
11/03/2014, 0.29, 77505, 270881, 348386
11/04/2014, 0.44, 97157, 222033, 319190
11/05/2014, 0.40, 92764, 229669, 322433
11/06/2014, 0.60, 91026, 151487, 242513
11/07/2014, 0.61, 115808, 189034, 304842
11/10/2014, 0.72, 189591, 262511, 452102
11/11/2014, 0.36, 105223, 294114, 399337
11/12/2014, 0.37, 109092, 291363, 400455
11/13/2014, 0.85, 177294, 207826, 385120
11/14/2014, 0.82, 194606, 237239, 431845
11/17/2014, 0.48, 110897, 231035, 341932
11/18/2014, 1.64, 393065, 240138, 633203
11/19/2014, 0.41, 160217, 388229, 548446
11/20/2014, 0.68, 122857, 181908, 304765
11/21/2014, 0.25, 76959, 311938, 388897
11/24/2014, 0.51, 83318, 163353, 246671
11/25/2014, 0.33, 50485, 154353, 204838
11/26/2014, 0.57, 103924, 183325, 287249
11/28/2014, 0.68, 102520, 149922, 252442
12/01/2014, 0.38, 113591, 298637, 412228
12/02/2014, 1.67, 333779, 199568, 533347
12/03/2014, 0.37, 135003, 364591, 499594
12/04/2014, 0.66, 131718, 200022, 331740
12/05/2014, 1.46, 343665, 235192, 578857
12/08/2014, 0.75, 179894, 238863, 418757
12/09/2014, 0.54, 181207, 336292, 517499
12/10/2014, 0.41, 259956, 636626, 896582
12/11/2014, 0.42, 244876, 577096, 821972
12/12/2014, 0.41, 391231, 962624, 1353855
12/15/2014, 0.40, 243854, 608688, 852542
12/16/2014, 0.37, 378826, 1010925, 1389751
12/17/2014, 0.72, 412522, 573217, 985739
12/18/2014, 0.48, 193633, 400059, 593692
12/19/2014, 0.36, 95700, 262770, 358470
12/22/2014, 0.38, 95864, 251587, 347451
12/23/2014, 0.35, 62984, 181786, 244770
12/24/2014, 0.26, 16265, 62687, 78952
12/26/2014, 0.16, 19926, 123281, 143207
12/29/2014, 0.39, 64146, 165320, 229466
12/30/2014, 0.50, 94795, 188375, 283170
12/31/2014, 0.72, 135138, 187753, 322891
01/02/2015, 0.50, 124157, 245954, 370111
01/05/2015, 0.43, 149614, 350723, 500337
01/06/2015, 1.24, 288148, 232631, 520779
01/07/2015, 0.87, 217946, 249423, 467369
01/08/2015, 0.40, 127928, 318043, 445971
01/09/2015, 0.36, 67877, 187413, 255290
01/12/2015, 0.68, 114339, 168381, 282720
01/13/2015, 0.49, 167226, 341772, 508998
01/14/2015, 0.62, 307050, 496308, 803358
01/15/2015, 0.53, 254269, 480632, 734901
01/16/2015, 0.49, 227718, 460039, 687757
01/20/2015, 0.39, 249691, 644124, 893815
01/21/2015, 0.68, 277966, 410780, 688746
01/22/2015, 0.65, 170276, 262472, 432748
01/23/2015, 2.06, 518421, 251553, 769974
01/26/2015, 0.29, 61040, 211884, 272924
01/27/2015, 0.44, 89077, 204182, 293259
01/28/2015, 0.44, 104144, 235289, 339433
01/29/2015, 0.64, 148843, 231817, 380660
01/30/2015, 0.53, 147318, 278416, 425734
02/02/2015, 0.67, 165147, 246067, 411214
02/03/2015, 0.58, 135978, 234282, 370260
02/04/2015, 0.51, 159562, 311110, 470672
02/05/2015, 0.64, 111931, 175149, 287080
02/06/2015, 0.27, 112159, 420685, 532844
02/09/2015, 0.41, 69820, 170724, 240544
02/10/2015, 0.82, 147354, 180039, 327393
02/11/2015, 0.49, 110708, 224393, 335101
02/12/2015, 1.03, 353763, 344597, 698360
02/13/2015, 0.85, 242019, 284069, 526088
02/17/2015, 0.81, 291324, 359644, 650968
02/18/2015, 0.30, 125047, 422796, 547843
02/19/2015, 0.44, 76885, 173399, 250284
02/20/2015, 0.35, 109380, 316968, 426348
02/23/2015, 0.53, 87177, 165994, 253171
02/24/2015, 0.58, 155140, 269397, 424537
02/25/2015, 0.99, 298304, 300604, 598908
02/26/2015, 1.21, 150145, 124437, 274582
02/27/2015, 0.54, 78377, 144642, 223019
03/02/2015, 0.76, 144008, 190077, 334085
03/03/2015, 0.49, 138442, 281165, 419607
03/04/2015, 0.41, 75636, 182386, 258022
03/05/2015, 0.60, 94714, 157857, 252571
03/06/2015, 0.77, 155532, 202837, 358369
03/09/2015, 0.77, 79997, 103374, 183371
03/10/2015, 0.48, 129665, 269622, 399287
03/11/2015, 0.72, 160573, 221694, 382267
03/12/2015, 0.92, 213208, 231439, 444647
03/13/2015, 0.58, 116040, 199040, 315080
03/16/2015, 0.51, 112242, 222256, 334498
03/17/2015, 0.62, 160507, 260541, 421048
03/18/2015, 0.39, 179681, 460059, 639740
03/19/2015, 0.30, 67082, 220552, 287634
03/20/2015, 0.46, 127401, 275028, 402429
03/23/2015, 0.44, 87456, 197287, 284743
03/24/2015, 0.53, 206625, 387954, 594579
03/25/2015, 0.57, 140201, 247655, 387856
03/26/2015, 0.20, 77683, 380935, 458618
03/27/2015, 0.41, 101200, 248621, 349821
03/30/2015, 0.44, 67233, 152746, 219979
03/31/2015, 0.29, 38533, 132771, 171304
04/01/2015, 0.30, 50459, 167992, 218451
04/02/2015, 0.33, 43135, 128779, 171914
04/06/2015, 0.23, 53483, 228080, 281563
04/07/2015, 0.64, 129838, 201494, 331332
04/08/2015, 0.42, 115733, 272839, 388572
04/09/2015, 0.87, 184197, 212812, 397009
04/10/2015, 0.37, 314655, 849132, 1163787
04/13/2015, 0.77, 282118, 367079, 649197
04/14/2015, 1.14, 432618, 377859, 810477
04/15/2015, 0.45, 181977, 405543, 587520
04/16/2015, 0.66, 155117, 233858, 388975
04/17/2015, 0.32, 103466, 324087, 427553
04/20/2015, 0.29, 81158, 284088, 365246
04/21/2015, 0.38, 82686, 217439, 300125
04/22/2015, 0.92, 146492, 158505, 304997
04/23/2015, 0.64, 126325, 197177, 323502
04/24/2015, 0.33, 99293, 297475, 396768
04/27/2015, 0.22, 77472, 347889, 425361
04/28/2015, 0.69, 137771, 200802, 338573
04/29/2015, 0.51, 158155, 310147, 468302
04/30/2015, 0.54, 140277, 258273, 398550
05/01/2015, 0.42, 80026, 189848, 269874
05/04/2015, 0.39, 46461, 119057, 165518
05/05/2015, 0.62, 115455, 187515, 302970
05/06/2015, 0.21, 109197, 531898, 641095
05/07/2015, 0.33, 158220, 483192, 641412
05/08/2015, 0.29, 126581, 430196, 556777
05/11/2015, 0.07, 105927, 1451162, 1557089
05/12/2015, 0.63, 209460, 331309, 540769
05/13/2015, 0.30, 84981, 285741, 370722
05/14/2015, 0.13, 62978, 466840, 529818
05/15/2015, 0.34, 100347, 292165, 392512
05/18/2015, 0.56, 346785, 619498, 966283
05/19/2015, 1.24, 412605, 331435, 744040
05/20/2015, 0.36, 184849, 518969, 703818
05/21/2015, 0.32, 87105, 268966, 356071
05/22/2015, 0.20, 83847, 421522, 505369
05/26/2015, 0.38, 100273, 263987, 364260
05/27/2015, 0.25, 42449, 170382, 212831
05/28/2015, 0.24, 33230, 137397, 170627
05/29/2015, 0.22, 40501, 187359, 227860
06/01/2015, 0.26, 46670, 181414, 228084
06/02/2015, 0.28, 92738, 332105, 424843
06/03/2015, 0.25, 39677, 161834, 201511
06/04/2015, 0.24, 107830, 456106, 563936
06/05/2015, 0.39, 123871, 317575, 441446
06/08/2015, 0.24, 106794, 437511, 544305
06/09/2015, 0.35, 133860, 386714, 520574
06/10/2015, 0.10, 146315, 1438020, 1584335
06/11/2015, 0.24, 114938, 478727, 593665
06/12/2015, 0.58, 257194, 444391, 701585
06/15/2015, 0.32, 196288, 613566, 809854
06/16/2015, 0.32, 292630, 919922, 1212552
06/17/2015, 0.25, 143009, 565042, 708051
06/18/2015, 0.18, 93263, 512755, 606018
06/19/2015, 0.14, 55160, 385738, 440898
06/22/2015, 0.45, 142371, 319537, 461908
06/23/2015, 0.43, 136006, 318822, 454828
06/24/2015, 0.30, 82648, 277536, 360184
06/25/2015, 0.32, 59348, 185252, 244600
06/26/2015, 0.17, 41159, 241202, 282361
06/29/2015, 0.43, 250067, 577197, 827264
06/30/2015, 0.48, 305479, 632988, 938467
07/01/2015, 0.60, 177645, 297499, 475144
07/02/2015, 0.29, 189171, 656409, 845580
07/06/2015, 0.33, 154500, 467009, 621509
07/07/2015, 0.47, 131543, 281827, 413370
07/08/2015, 0.34, 96289, 281987, 378276
07/09/2015, 0.31, 116521, 376985, 493506
07/10/2015, 0.46, 246414, 530194, 776608
07/13/2015, 0.13, 244154, 1928163, 2172317
07/14/2015, 0.53, 269515, 503846, 773361
07/15/2015, 0.44, 174114, 392538, 566652
07/16/2015, 0.56, 341194, 611561, 952755
07/17/2015, 0.46, 208109, 453392, 661501
07/20/2015, 0.75, 282435, 375791, 658226
07/21/2015, 0.52, 222603, 427729, 650332
07/22/2015, 0.15, 83007, 566646, 649653
07/23/2015, 0.32, 142718, 444749, 587467
07/24/2015, 0.28, 100044, 351803, 451847
07/27/2015, 0.39, 209551, 534365, 743916
07/28/2015, 0.38, 113739, 300972, 414711
07/29/2015, 0.35, 108731, 313864, 422595
07/30/2015, 0.21, 40045, 189353, 229398
07/31/2015, 0.33, 56390, 168396, 224786
08/03/2015, 0.46, 245323, 534070, 779393
08/04/2015, 0.36, 88002, 241210, 329212
08/05/2015, 0.39, 159021, 409787, 568808
08/06/2015, 0.37, 131002, 355281, 486283
08/07/2015, 0.35, 121442, 351825, 473267
08/10/2015, 0.09, 133503, 1506012, 1639515
08/11/2015, 0.28, 151953, 537134, 689087
08/12/2015, 0.54, 502024, 922034, 1424058
08/13/2015, 0.36, 220086, 613059, 833145
08/14/2015, 0.38, 194379, 508656, 703035
08/17/2015, 0.37, 305080, 834812, 1139892
08/18/2015, 0.51, 331427, 653262, 984689
08/19/2015, 0.30, 190373, 639117, 829490
08/20/2015, 0.32, 225429, 715186, 940615
08/21/2015, 0.48, 543921, 1125098, 1669019
08/24/2015, 0.34, 461730, 1376926, 1838656
08/25/2015, 0.60, 499365, 834128, 1333493
08/26/2015, 0.29, 404140, 1381691, 1785831
08/27/2015, 0.71, 399491, 559430, 958921
08/28/2015, 0.97, 397842, 412065, 809907
08/31/2015, 0.50, 190075, 381459, 571534
09/01/2015, 0.77, 672588, 877432, 1550020
09/02/2015, 1.26, 439733, 349575, 789308
09/03/2015, 0.97, 551931, 569085, 1121016
09/04/2015, 0.78, 258946, 332073, 591019
09/08/2015, 0.41, 220777, 534152, 754929
09/09/2015, 0.62, 273467, 441368, 714835
09/10/2015, 0.71, 312496, 437501, 749997
09/11/2015, 0.66, 267867, 407125, 674992
09/14/2015, 0.44, 196600, 446844, 643444
09/15/2015, 0.84, 472510, 565334, 1037844
09/16/2015, 0.73, 300631, 414235, 714866
09/17/2015, 0.42, 280750, 669360, 950110
09/18/2015, 0.45, 163029, 363157, 526186
09/21/2015, 0.70, 380800, 542922, 923722
09/22/2015, 0.40, 172516, 436120, 608636
09/23/2015, 0.54, 140482, 259191, 399673
09/24/2015, 0.36, 163063, 454685, 617748
09/25/2015, 0.54, 155995, 290703, 446698
09/28/2015, 0.36, 142398, 390218, 532616
09/29/2015, 0.71, 212349, 300996, 513345
09/30/2015, 0.22, 210000, 953598, 1163598
10/01/2015, 0.36, 153708, 421566, 575274
10/02/2015, 0.40, 163293, 405599, 568892
10/05/2015, 0.72, 353580, 490661, 844241
10/06/2015, 0.46, 187896, 409728, 597624
10/07/2015, 0.45, 146154, 327116, 473270
10/08/2015, 0.41, 215040, 525826, 740866
10/09/2015, 0.62, 274520, 442921, 717441
10/12/2015, 0.64, 323992, 506389, 830381
10/13/2015, 0.34, 310861, 914328, 1225189
10/14/2015, 0.32, 161214, 506504, 667718
10/15/2015, 0.73, 302903, 416703, 719606
10/16/2015, 0.47, 239005, 503240, 742245
10/19/2015, 0.72, 508035, 705322, 1213357
10/20/2015, 0.66, 276179, 420817, 696996
10/21/2015, 0.47, 237676, 510511, 748187
10/22/2015, 0.57, 217739, 382611, 600350
10/23/2015, 0.20, 141258, 694844, 836102
10/26/2015, 0.72, 88118, 121929, 210047
10/27/2015, 0.42, 85444, 204002, 289446
10/28/2015, 0.33, 114650, 348136, 462786
10/29/2015, 0.55, 107111, 195195, 302306
10/30/2015, 0.90, 131905, 146920, 278825
11/02/2015, 0.45, 136274, 301434, 437708
11/03/2015, 0.71, 125711, 176686, 302397
11/04/2015, 0.30, 118818, 390890, 509708
11/05/2015, 0.64, 153962, 239237, 393199
11/06/2015, 0.57, 182514, 320178, 502692
11/09/2015, 0.32, 164670, 511184, 675854
11/10/2015, 0.54, 134514, 251257, 385771
11/11/2015, 0.26, 57557, 219083, 276640
11/12/2015, 0.71, 224218, 316497, 540715
11/13/2015, 0.32, 294976, 908795, 1203771
11/16/2015, 0.27, 215551, 804155, 1019706
11/17/2015, 0.25, 158211, 632375, 790586
11/18/2015, 0.26, 102615, 392056, 494671
11/19/2015, 0.30, 78105, 258812, 336917
11/20/2015, 0.39, 85542, 218813, 304355
11/23/2015, 0.41, 98176, 239185, 337361
11/24/2015, 0.20, 57199, 292981, 350180
11/25/2015, 0.23, 32901, 140006, 172907
11/27/2015, 0.41, 66428, 160705, 227133
11/30/2015, 0.20, 73084, 363979, 437063
12/01/2015, 0.49, 146684, 301745, 448429
12/02/2015, 0.59, 197205, 335463, 532668
12/03/2015, 0.28, 148868, 530321, 679189
12/04/2015, 0.25, 100224, 393391, 493615
12/07/2015, 0.37, 125031, 335576, 460607
12/08/2015, 0.47, 146041, 307784, 453825
12/09/2015, 0.29, 148205, 514027, 662232
12/10/2015, 0.80, 221523, 275418, 496941
12/11/2015, 0.29, 337002, 1161074, 1498076
12/14/2015, 0.37, 337031, 902147, 1239178
12/15/2015, 0.50, 289432, 580353, 869785
12/16/2015, 0.15, 110670, 736836, 847506
12/17/2015, 0.29, 76609, 265547, 342156
12/18/2015, 0.48, 93328, 193409, 286737
12/21/2015, 0.30, 24318, 82126, 106444
12/22/2015, 0.34, 86894, 256884, 343778
12/23/2015, 0.45, 72637, 161964, 234601
12/24/2015, 0.46, 20714, 44857, 65571
12/28/2015, 1.02, 103563, 101579, 205142
12/29/2015, 0.25, 63510, 249589, 313099
12/30/2015, 0.35, 38458, 109131, 147589
12/31/2015, 0.25, 24721, 98895, 123616
01/04/2016, 0.26, 90314, 348981, 439295
01/05/2016, 0.24, 70949, 299263, 370212
01/06/2016, 0.45, 217577, 484833, 702410
01/07/2016, 0.71, 397016, 556311, 953327
01/08/2016, 0.61, 226004, 367934, 593938
01/11/2016, 0.19, 179215, 939632, 1118847
01/12/2016, 0.54, 168859, 314978, 483837
01/13/2016, 0.36, 179151, 494100, 673251
01/14/2016, 0.22, 169155, 764851, 934006
01/15/2016, 0.41, 399090, 980845, 1379935
01/19/2016, 0.44, 340900, 776133, 1117033
01/20/2016, 0.30, 238836, 808287, 1047123
01/21/2016, 0.41, 81464, 197881, 279345
01/22/2016, 1.05, 275488, 263281, 538769
01/25/2016, 0.74, 99489, 133924, 233413
01/26/2016, 0.62, 123650, 199266, 322916
01/27/2016, 0.71, 179931, 252510, 432441
01/28/2016, 0.44, 198148, 448269, 646417
01/29/2016, 0.51, 200159, 390615, 590774
02/01/2016, 0.71, 151083, 212810, 363893
02/02/2016, 0.23, 129904, 558911, 688815
02/03/2016, 0.17, 124198, 730825, 855023
02/04/2016, 0.37, 180089, 482127, 662216
02/05/2016, 0.14, 97259, 706701, 803960
02/08/2016, 0.31, 200705, 638797, 839502
02/09/2016, 0.29, 175789, 603656, 779445
02/10/2016, 0.41, 121825, 297548, 419373
02/11/2016, 0.37, 329901, 894717, 1224618
02/12/2016, 0.31, 172617, 554556, 727173
02/16/2016, 0.44, 278015, 635191, 913206
02/17/2016, 0.44, 166463, 379407, 545870
02/18/2016, 0.55, 199058, 361856, 560914
02/19/2016, 0.35, 108041, 308507, 416548
02/22/2016, 0.37, 206095, 555051, 761146
02/23/2016, 0.28, 91598, 322706, 414304
02/24/2016, 0.40, 145653, 360818, 506471
02/25/2016, 0.36, 130625, 361213, 491838
02/26/2016, 0.91, 225958, 247032, 472990
02/29/2016, 0.57, 138248, 241636, 379884
03/01/2016, 0.45, 208478, 463138, 671616
03/02/2016, 0.19, 172345, 885453, 1057798
03/03/2016, 0.40, 299435, 743051, 1042486
03/04/2016, 0.43, 216600, 503902, 720502
03/07/2016, 0.33, 111709, 338309, 450018
03/08/2016, 0.35, 227454, 651824, 879278
03/09/2016, 0.29, 84978, 293521, 378499
03/10/2016, 0.43, 184440, 426232, 610672
03/11/2016, 0.85, 391699, 458145, 849844
03/14/2016, 0.44, 177417, 399176, 576593
03/15/2016, 0.40, 203666, 505988, 709654
03/16/2016, 0.27, 141477, 533668, 675145
03/17/2016, 0.26, 186930, 722643, 909573
03/18/2016, 0.58, 266380, 457326, 723706
03/21/2016, 0.45, 144304, 317785, 462089
03/22/2016, 0.44, 121356, 277921, 399277
03/23/2016, 0.40, 121852, 302696, 424548
03/24/2016, 0.48, 244548, 507736, 752284
03/28/2016, 0.16, 61340, 385630, 446970
03/29/2016, 0.34, 124018, 362900, 486918
03/30/2016, 0.41, 208247, 503443, 711690
03/31/2016, 0.20, 69228, 343247, 412475
04/01/2016, 0.44, 123122, 282192, 405314
04/04/2016, 0.29, 64343, 223159, 287502
04/05/2016, 0.73, 172200, 236474, 408674
04/06/2016, 0.32, 140431, 433629, 574060
04/07/2016, 0.41, 176042, 424478, 600520
04/08/2016, 0.44, 94979, 216469, 311448
04/11/2016, 0.42, 100469, 241023, 341492
04/12/2016, 0.49, 199928, 411397, 611325
04/13/2016, 0.26, 222139, 859733, 1081872
04/14/2016, 0.68, 189963, 280604, 470567
04/15/2016, 0.30, 136737, 454180, 590917
04/18/2016, 0.97, 373509, 384020, 757529
04/19/2016, 0.18, 214973, 1174260, 1389233
04/20/2016, 0.32, 189153, 589078, 778231
04/21/2016, 0.66, 152379, 229425, 381804
04/22/2016, 0.33, 63072, 191486, 254558
04/25/2016, 0.20, 108757, 539786, 648543
04/26/2016, 0.71, 119068, 166954, 286022
04/27/2016, 2.24, 296142, 132434, 428576
04/28/2016, 0.61, 168287, 274761, 443048
04/29/2016, 1.02, 367260, 359629, 726889
